2010-3-30,8,298.39,298.97,0,9.66,-6.09,0,Mild (1-10% Bleached)
2008-10-9,3,298.71,298.93,0,1.05,-1.93,0,No Bleaching
2010-6-1,20,301.64,298.88,0,5.39,-3.35,0,No Bleaching
2016-9-20,12,299.35,298.88,0,12.26,-1,9.29,Severe (>50% Bleached)
2016-8-30,13,300.38,298.88,0,14.19,1.34,7.95,Moderate (11-50% Bleached)
2016-10-9,12,298.27,298.88,0,8.56,-1.28,7.92,Moderate (11-50% Bleached)
2010-5-8,2,300.79,298.88,0,9.09,-3.06,0,No Bleaching
2010-5-8,2,300.79,298.88,0,9.09,-3.06,0,No Bleaching
2016-10-2,13,298.63,298.88,0,8.56,-1.6,7.92,Severe (>50% Bleached)
2010-8-17,2.5,262.15,298.946666666667,0,2.18333333333333,0.74,0,No Bleaching
2009-7-26,13,302.03,299.24,0,0,0.61,0,No Bleaching
2009-7-25,13,301.99,299.24,0,0,0.65,0,No Bleaching
2010-7-10,2.5,302.05,298.83,0,0,0.19,0,No Bleaching
2010-7-7,3,302.05,298.83,0,0,0.19,0,No Bleaching
2008-8-19,3,301.2,298.84,0,4.78,0.31,0,Mild (1-10% Bleached)
2008-8-31,2,262.15,299.205,0,1.275,-1.14,0,Mild (1-10% Bleached)
2016-7-15,3,301.81,298.84,0,12.76,1.12,2.6,Severe (>50% Bleached)
2009-5-31,2,301.56,298.84,0,0,-1.4,0,Mild (1-10% Bleached)
2010-7-7,4,302.05,298.83,0,0,0.19,0,No Bleaching
2016-9-8,5,299.53,298.83,0,7.95,-0.48,1.42,Severe (>50% Bleached)
2016-8-22,2,300.74,298.93,0,14.77,1.84,5.49,Severe (>50% Bleached)
2009-4-19,3,299.61,298.84,0,0,-5.97,0,No Bleaching
2007-6-8,6,301.94,298.9,0,0,-1.35,0,Mild (1-10% Bleached)
2010-6-13,6,302.07,298.9,0,3.39,-1.36,0,No Bleaching
2016-9-10,2,299.62,298.97,0,12.23,-1.02,8.22,Severe (>50% Bleached)
